index,risks
540,"['Health and safety risks', 'Economic risks', 'Environmental risks', 'Social risks']"
541,"['Technological disaster risks', 'Mitigation risks', 'Prevention risks', 'related risks', 'related risks (Natech risks', 'Emergency response planning risks']"
542,"['Developing a risk', 'Safety risks', 'Human factor risks', 'Financial risks']"
543,['Collision risk']
544,['Social and environmental risks']
550,['related risk']
552,"['Natural gas leakage risk', 'Dynamic random system risk', 'Carbon dioxide capture and storage risk', 'Pipeline risk', 'related system risk']"
553,"['Social risks', 'Environmental risks', 'Technical risks', 'Safety risks', 'Economic risks']"
554,"['Omissions risk', 'Fire risk', 'Explosion risk', 'Error risk', 'Machinery breakdown risk', 'Flood risk']"
556,"['Financial risk', 'Uncertainty risk', 'Operational risk', 'Reputation risk', 'Interdependence risk', 'Complexity risk', 'Strategic risk', 'Compliance risk', 'Social risk', 'Environmental risk']"
557,"['RC risk', 'Flood risk management risk', 'Uncertainty risk', 'uniqueness of user equilibrium solutions risk', 'RC integration risk', 'Flood risk']"
558,"['Operational risks', 'Reputation risks', 'Financial risks']"
559,['Fire risk']
560,"['Completeness risk', 'Conjunction risk', 'Information risk']"
561,"['Environmental risks', 'Industrial risks', 'Construction risks', 'Health risks']"
562,"['Safety risks', 'Environmental risks', 'Health risks']"
564,"['Economic risk', 'Safety risk', 'Structural risk', 'Blast risk']"
566,"['Water level risk', 'Economic risk', 'Awareness risk', 'Trust risk', 'Flood risk']"
567,"['Compliance risk', 'Strategic risk', 'Operational risk']"
569,"['Technical risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Environmental risk']"
570,['related risks']
574,['Increasing distance between wells reduces risks']
575,"['Time overrun risk', 'Time overrun penalty risk']"
576,"['Legal risks', 'Behavioral risks', 'Political risks', 'Natural risks', 'Economic risks']"
579,"['Technical risk', 'Sewer pipe failure risk', 'Financial risk', 'Prequalification risk', 'Navigation risk', 'Political risk', 'Operational risk', 'Economic risk', 'Reputation risk', 'Strategic risk', 'Training risk', 'Compliance risk']"
580,['flood risk']
581,['Collision risk']
583,"['Financial risk', 'Unpredictable risk', 'Technical risk', 'Operational risk']"
585,"['Legal risks', 'Political risks', 'Natural risks', 'Technical risks', 'Managerial risks', 'Economic risks', 'Financial risks']"
586,"['Strategic risks', 'Operational risks', 'Financial risks']"
587,"['Partnership risk', 'Assignment of risks', 'Allocation and impact of risks', 'Contractual risk', 'Regulatory risk']"
588,['cancer and non-cancer risks']
589,"['Operational risk', 'Strategic risk', 'Regulatory risk']"
593,"['Technical risk', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk']"
594,"['Relationship risk', 'Weather risk']"
596,"['Environmental risks', 'Safety risks', 'Health risks']"
598,"['Environmental risks', 'Economic risks', 'Safety risks']"
600,"['Reputation risk', 'Financial risk', 'Regulatory risk', 'Operational risk']"
602,"['Chemical risk', 'Microbial risk', 'Seismic risk']"
604,"['Liquidity risk', 'Supply chain risk', 'Earthquake risk']"
605,"['Financial risk', 'Operational risk', 'Reputation risk', 'Social and environmental risk', 'Strategic risk', 'Compliance risk']"
606,"['Accident risk', 'HDD risk', 'Community health risk', 'Landslide risk', 'Fatality risk']"
607,"['risk_type: economic risk', 'risk_type: communication risk']"
608,"['Environmental risk', 'related risk', 'Operational risk']"
609,"['Reputation risk', 'Financial risk', 'Compliance risk', 'Operational risk']"
611,"['Financial cost risk', 'Penalty risk', 'site construction risk']"
612,"['fit rework risk', 'Escalation risk', 'Collapse risk', 'Accuracy risk']"
613,"['Safety performance risk', ""Contractors' unsafe operation risk"", 'Financial risk', 'Operational risk', 'Reputation risk', 'Ignoring safety under schedule pressure risk', 'Strategic risk', 'Time deadline risk', 'Lack of emergency response plan risk', 'Competition function risk', 'Compliance risk']"
616,"['Health and safety risks', 'Economic risks', 'Environmental risks', 'Social risks']"
617,"['Technological disaster risks', 'Mitigation risks', 'Prevention risks', 'related risks', 'related risks (Natech risks', 'Emergency response planning risks']"
618,"['Developing a risk', 'Safety risks', 'Human factor risks', 'Financial risks']"
619,['Collision risk']
620,['Social and environmental risks']
626,['related risk']
628,"['Natural gas leakage risk', 'Dynamic random system risk', 'Carbon dioxide capture and storage risk', 'Pipeline risk', 'related system risk']"
629,"['Social risks', 'Environmental risks', 'Technical risks', 'Safety risks', 'Economic risks']"
630,"['Omissions risk', 'Fire risk', 'Explosion risk', 'Error risk', 'Machinery breakdown risk', 'Flood risk']"
632,"['Financial risk', 'Uncertainty risk', 'Operational risk', 'Reputation risk', 'Interdependence risk', 'Complexity risk', 'Strategic risk', 'Compliance risk', 'Social risk', 'Environmental risk']"
633,"['RC risk', 'Flood risk management risk', 'Uncertainty risk', 'uniqueness of user equilibrium solutions risk', 'RC integration risk', 'Flood risk']"
634,"['Operational risks', 'Reputation risks', 'Financial risks']"
635,['Fire risk']
636,"['Completeness risk', 'Conjunction risk', 'Information risk']"
637,"['Environmental risks', 'Industrial risks', 'Construction risks', 'Health risks']"
638,"['Safety risks', 'Environmental risks', 'Health risks']"
640,"['Economic risk', 'Safety risk', 'Structural risk', 'Blast risk']"
642,"['Water level risk', 'Economic risk', 'Awareness risk', 'Trust risk', 'Flood risk']"
643,"['Compliance risk', 'Strategic risk', 'Operational risk']"
645,"['Technical risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Environmental risk']"
646,['related risks']
650,['Increasing distance between wells reduces risks']
651,"['Time overrun risk', 'Time overrun penalty risk']"
652,"['Legal risks', 'Behavioral risks', 'Political risks', 'Natural risks', 'Economic risks']"
655,"['Technical risk', 'Sewer pipe failure risk', 'Financial risk', 'Prequalification risk', 'Navigation risk', 'Political risk', 'Operational risk', 'Economic risk', 'Reputation risk', 'Strategic risk', 'Training risk', 'Compliance risk']"
656,['flood risk']
657,['Collision risk']
659,"['Financial risk', 'Unpredictable risk', 'Technical risk', 'Operational risk']"
661,"['Legal risks', 'Political risks', 'Natural risks', 'Technical risks', 'Managerial risks', 'Economic risks', 'Financial risks']"
662,"['Strategic risks', 'Operational risks', 'Financial risks']"
663,"['Partnership risk', 'Assignment of risks', 'Allocation and impact of risks', 'Contractual risk', 'Regulatory risk']"
664,['cancer and non-cancer risks']
665,"['Operational risk', 'Strategic risk', 'Regulatory risk']"
669,"['Technical risk', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk']"
670,"['Relationship risk', 'Weather risk']"
672,"['Environmental risks', 'Safety risks', 'Health risks']"
674,"['Environmental risks', 'Economic risks', 'Safety risks']"
676,"['Reputation risk', 'Financial risk', 'Regulatory risk', 'Operational risk']"
678,"['Chemical risk', 'Microbial risk', 'Seismic risk']"
680,"['Liquidity risk', 'Supply chain risk', 'Earthquake risk']"
681,"['Financial risk', 'Operational risk', 'Reputation risk', 'Social and environmental risk', 'Strategic risk', 'Compliance risk']"
682,"['Accident risk', 'HDD risk', 'Community health risk', 'Landslide risk', 'Fatality risk']"
683,"['risk_type: economic risk', 'risk_type: communication risk']"
684,"['Hazardous material risk', 'Operational risk']"
685,"['Technical risk', 'financial risk', 'Financial risk', 'Natural risk', 'natural risk', 'Geotechnical risk', 'technology risk', 'geotechnical risk']"
686,"['Earthquake risk', 'Seismic risk', 'Flood risk']"
687,['Overtopping risk']
688,"['Revenue risk', 'Financial risk', 'Consumer risk', 'political risk', 'Operational risk']"
689,"['Environmental risk', 'related risk', 'Operational risk']"
690,"['Reputation risk', 'Financial risk', 'Compliance risk', 'Operational risk']"
692,"['Financial cost risk', 'Penalty risk', 'site construction risk']"
693,"['fit rework risk', 'Escalation risk', 'Collapse risk', 'Accuracy risk']"
694,"['Safety performance risk', ""Contractors' unsafe operation risk"", 'Financial risk', 'Operational risk', 'Reputation risk', 'Ignoring safety under schedule pressure risk', 'Strategic risk', 'Time deadline risk', 'Lack of emergency response plan risk', 'Competition function risk', 'Compliance risk']"
697,"['Health and safety risks', 'Economic risks', 'Environmental risks', 'Social risks']"
698,"['Technological disaster risks', 'Mitigation risks', 'Prevention risks', 'related risks', 'related risks (Natech risks', 'Emergency response planning risks']"
699,"['Developing a risk', 'Safety risks', 'Human factor risks', 'Financial risks']"
700,['Collision risk']
701,['Social and environmental risks']
707,['related risk']
709,"['Natural gas leakage risk', 'Dynamic random system risk', 'Carbon dioxide capture and storage risk', 'Pipeline risk', 'related system risk']"
710,"['Social risks', 'Environmental risks', 'Technical risks', 'Safety risks', 'Economic risks']"
711,"['Omissions risk', 'Fire risk', 'Explosion risk', 'Error risk', 'Machinery breakdown risk', 'Flood risk']"
713,"['Financial risk', 'Uncertainty risk', 'Operational risk', 'Reputation risk', 'Interdependence risk', 'Complexity risk', 'Strategic risk', 'Compliance risk', 'Social risk', 'Environmental risk']"
714,"['RC risk', 'Flood risk management risk', 'Uncertainty risk', 'uniqueness of user equilibrium solutions risk', 'RC integration risk', 'Flood risk']"
715,"['Operational risks', 'Reputation risks', 'Financial risks']"
716,['Fire risk']
717,"['Completeness risk', 'Conjunction risk', 'Information risk']"
718,"['Environmental risks', 'Industrial risks', 'Construction risks', 'Health risks']"
719,"['Safety risks', 'Environmental risks', 'Health risks']"
721,"['Economic risk', 'Safety risk', 'Structural risk', 'Blast risk']"
723,"['Water level risk', 'Economic risk', 'Awareness risk', 'Trust risk', 'Flood risk']"
724,"['Compliance risk', 'Strategic risk', 'Operational risk']"
726,"['Technical risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Environmental risk']"
727,['related risks']
731,['Increasing distance between wells reduces risks']
732,"['Time overrun risk', 'Time overrun penalty risk']"
733,"['Legal risks', 'Behavioral risks', 'Political risks', 'Natural risks', 'Economic risks']"
736,"['Technical risk', 'Sewer pipe failure risk', 'Financial risk', 'Prequalification risk', 'Navigation risk', 'Political risk', 'Operational risk', 'Economic risk', 'Reputation risk', 'Strategic risk', 'Training risk', 'Compliance risk']"
737,['flood risk']
738,['Collision risk']
740,"['Financial risk', 'Unpredictable risk', 'Technical risk', 'Operational risk']"
742,"['Legal risks', 'Political risks', 'Natural risks', 'Technical risks', 'Managerial risks', 'Economic risks', 'Financial risks']"
743,"['Strategic risks', 'Operational risks', 'Financial risks']"
744,"['Partnership risk', 'Assignment of risks', 'Allocation and impact of risks', 'Contractual risk', 'Regulatory risk']"
745,['cancer and non-cancer risks']
746,"['Operational risk', 'Strategic risk', 'Regulatory risk']"
750,"['Technical risk', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk']"
751,"['Relationship risk', 'Weather risk']"
753,"['Environmental risks', 'Safety risks', 'Health risks']"
755,"['Environmental risks', 'Economic risks', 'Safety risks']"
757,"['Reputation risk', 'Financial risk', 'Regulatory risk', 'Operational risk']"
759,"['Chemical risk', 'Microbial risk', 'Seismic risk']"
761,"['Liquidity risk', 'Supply chain risk', 'Earthquake risk']"
762,"['Financial risk', 'Operational risk', 'Reputation risk', 'Social and environmental risk', 'Strategic risk', 'Compliance risk']"
763,"['Accident risk', 'HDD risk', 'Community health risk', 'Landslide risk', 'Fatality risk']"
764,"['risk_type: economic risk', 'risk_type: communication risk']"
765,"['Hazardous material risk', 'Operational risk']"
766,"['Technical risk', 'financial risk', 'Financial risk', 'Natural risk', 'natural risk', 'Geotechnical risk', 'technology risk', 'geotechnical risk']"
767,"['Earthquake risk', 'Seismic risk', 'Flood risk']"
768,['Overtopping risk']
769,"['Revenue risk', 'Financial risk', 'Consumer risk', 'political risk', 'Operational risk']"
770,"['Background info risk', 'Response decisions risk', 'Project implementation risk', 'Mitigation activities risk', 'Risk events risk', 'Monitoring and evaluation risk', 'Monitoring info risk', 'Bidding risk']"
772,"['Fire risk', 'Public safety risk', 'Safety risk', 'Health risk', 'Ecological balance risk', 'Environmental risk']"
773,['Potential discrepancies in perceived risks']
775,"['Environmental risk', 'related risk', 'Operational risk']"
776,"['Reputation risk', 'Financial risk', 'Compliance risk', 'Operational risk']"
778,"['Financial cost risk', 'Penalty risk', 'site construction risk']"
779,"['fit rework risk', 'Escalation risk', 'Collapse risk', 'Accuracy risk']"
780,"['Safety performance risk', ""Contractors' unsafe operation risk"", 'Financial risk', 'Operational risk', 'Reputation risk', 'Ignoring safety under schedule pressure risk', 'Strategic risk', 'Time deadline risk', 'Lack of emergency response plan risk', 'Competition function risk', 'Compliance risk']"
